occurrenceID	basisOfRecord	institutionID	collectionCode	collectionID	catalogNumber	type	language	license	rightsHolder	accessRights	ownerInstitutionCode	dynamicProperties	occurrenceRemarks	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	disposition	parentEventID	eventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	eventDate	eventTime	habitat	fieldNumber	fieldNotes	continent	waterBody	country	countryCode	stateProvince	locality	verbatimDepth	minimumDepthInMeters	maximumDepthInMeters	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	decimalLatitude	decimalLongitude	geodeticDatum	georeferencedBy	georeferencedDate	identifiedBy	dateIdentified	scientificNameID	scientificName	acceptedNameUsage	kingdom	phylum	class	subclasss	superorder	order	subfamily	genus	specificEpithet	scientificNameAuthorship	taxonomicStatus	taxonRemarks
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21023401:02	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21023401	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210234	Fredy A. CastrillónValencia	1	396	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:S03:2021:08:RB	"Red Bongo, arrastre superficial 500µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-04-30	7:13:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°46´4,276"" N, 78°19´10,422"" W"	"2°46´4,276"" N"	"78°19´10,422"" W"	"Grados, minutos, segundos"	2	78.11	WGS84	Fredy A. CastrillónValencia	2021-04-30	Fabio ChaverraCastañeda	2021-10-26	urn:lsid:marinespecies.org:taxname:14355	Stomatopoda	"Stomatopoda Latreille, 1817"	Animalia	Arthropoda	Malacostraca			Stomatopoda				"Latreille, 1817"	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21023401:03	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21023401	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210234	Fredy A. CastrillónValencia	13	5149	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:S03:2021:08:RB	"Red Bongo, arrastre superficial 500µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-04-30	7:13:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°46´4,276"" N, 78°19´10,422"" W"	"2°46´4,276"" N"	"78°19´10,422"" W"	"Grados, minutos, segundos"	2	78.11	WGS84	Fredy A. CastrillónValencia	2021-04-30	Fabio ChaverraCastañeda	2021-10-26	urn:lsid:marinespecies.org:taxname:106673	Brachyura	"Brachyura Latreille, 1802"	Animalia	Arthropoda	Malacostraca	Eumalacostraca	Eucarida	Decapoda				"Latreille, 1802"	accepted	Infraorden Brachyura
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21023401:04	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21023401	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210234	Fredy A. CastrillónValencia	170	67332	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:S03:2021:08:RB	"Red Bongo, arrastre superficial 500µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-04-30	7:13:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°46´4,276"" N, 78°19´10,422"" W"	"2°46´4,276"" N"	"78°19´10,422"" W"	"Grados, minutos, segundos"	2	78.11	WGS84	Fredy A. CastrillónValencia	2021-04-30	Fabio ChaverraCastañeda	2021-10-26	urn:lsid:marinespecies.org:taxname:1100	Calanoida	"Calanoida Sars G. O., 1903"	Animalia 	Arthropoda 	Hexanauplia 	Copepoda	Gymnoplea 	Calanoida				"Sars G. O., 1903"	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21023401:05	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21023401	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210234	Fredy A. CastrillónValencia	2	792	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:S03:2021:08:RB	"Red Bongo, arrastre superficial 500µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-04-30	7:13:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°46´4,276"" N, 78°19´10,422"" W"	"2°46´4,276"" N"	"78°19´10,422"" W"	"Grados, minutos, segundos"	2	78.11	WGS84	Fredy A. CastrillónValencia	2021-04-30	Fabio ChaverraCastañeda	2021-10-26	urn:lsid:marinespecies.org:taxname:101417	Hyperiidae	"Hyperiidae Dana, 1852"	Animalia	Arthropoda	Malacostraca	Eumalacostraca	Peracarida 	Amphipoda	Hyperiidae 			"Dana, 1852"	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21023401:06	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21023401	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210234	Fredy A. CastrillónValencia	31	12278	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:S03:2021:08:RB	"Red Bongo, arrastre superficial 500µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-04-30	7:13:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°46´4,276"" N, 78°19´10,422"" W"	"2°46´4,276"" N"	"78°19´10,422"" W"	"Grados, minutos, segundos"	2	78.11	WGS84	Fredy A. CastrillónValencia	2021-04-30	Fabio ChaverraCastañeda	2021-10-26	urn:lsid:marinespecies.org:taxname:2081	Chaetognatha	"Chaetognatha Leuckart, 1854"	Animalia	Chaetognatha								"Leuckart, 1854"	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21023401:07	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21023401	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210234	Fredy A. CastrillónValencia	1	396	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:S03:2021:08:RB	"Red Bongo, arrastre superficial 500µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-04-30	7:13:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°46´4,276"" N, 78°19´10,422"" W"	"2°46´4,276"" N"	"78°19´10,422"" W"	"Grados, minutos, segundos"	2	78.11	WGS84	Fredy A. CastrillónValencia	2021-04-30	Fabio ChaverraCastañeda	2021-10-26	urn:lsid:marinespecies.org:taxname:137750	Cavolinia	"Cavolinia Abildgaard, 1791"	Animalia	Mollusca 	Gastropoda 	Heterobranchia		Pteropoda 	Cavoliniidae	Cavolinia 		"Abildgaard, 1791"	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21023401:08	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21023401	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210234	Fredy A. CastrillónValencia	16	6337	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:S03:2021:08:RB	"Red Bongo, arrastre superficial 500µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-04-30	7:13:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°46´4,276"" N, 78°19´10,422"" W"	"2°46´4,276"" N"	"78°19´10,422"" W"	"Grados, minutos, segundos"	2	78.11	WGS84	Fredy A. CastrillónValencia	2021-04-30	Fabio ChaverraCastañeda	2021-10-26	urn:lsid:marinespecies.org:taxname:137687	Atlanta 	"Atlanta Lesueur, 1817"	Animalia	Mollusca	Gastropoda			Littorinimorpha	Atlantidae	Atlanta		"Lesueur, 1817"	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21023401:09	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21023401	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210234	Fredy A. CastrillónValencia	13	5149	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:S03:2021:08:RB	"Red Bongo, arrastre superficial 500µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-04-30	7:13:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°46´4,276"" N, 78°19´10,422"" W"	"2°46´4,276"" N"	"78°19´10,422"" W"	"Grados, minutos, segundos"	2	78.11	WGS84	Fredy A. CastrillónValencia	2021-04-30	Fabio ChaverraCastañeda	2021-10-26	urn:lsid:marinespecies.org:taxname:10194	Actinopterygii 	Actinopterygii 	Animalia	Chordata	Actinopterygii 							Klein 1885	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21023401:10	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21023401	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210234	Fredy A. CastrillónValencia	17	6733	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:S03:2021:08:RB	"Red Bongo, arrastre superficial 500µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-04-30	7:13:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°46´4,276"" N, 78°19´10,422"" W"	"2°46´4,276"" N"	"78°19´10,422"" W"	"Grados, minutos, segundos"	2	78.11	WGS84	Fredy A. CastrillónValencia	2021-04-30	Fabio ChaverraCastañeda	2021-10-26	urn:lsid:marinespecies.org:taxname:1101	Cyclopoida	"Cyclopoida Burmeister, 1834"	Animalia 	Arthropoda 	Hexanauplia 	Copepoda	Podoplea	Cyclopoida				"Burmeister, 1834"	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21023401:11	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21023401	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210234	Fredy A. CastrillónValencia	1	396	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:S03:2021:08:RB	"Red Bongo, arrastre superficial 500µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-04-30	7:13:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°46´4,276"" N, 78°19´10,422"" W"	"2°46´4,276"" N"	"78°19´10,422"" W"	"Grados, minutos, segundos"	2	78.11	WGS84	Fredy A. CastrillónValencia	2021-04-30	Fabio ChaverraCastañeda	2021-10-26	urn:lsid:marinespecies.org:taxname:235158	Lingula	"Lingula Bruguière, 1791"	Animalia	Brachiopoda 	Lingulata			Lingulida 	Lingulidae 	Lingula 		"Bruguière, 1791"	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21023401:12	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21023401	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210234	Fredy A. CastrillónValencia	6	2376	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:S03:2021:08:RB	"Red Bongo, arrastre superficial 500µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-04-30	7:13:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°46´4,276"" N, 78°19´10,422"" W"	"2°46´4,276"" N"	"78°19´10,422"" W"	"Grados, minutos, segundos"	2	78.11	WGS84	Fredy A. CastrillónValencia	2021-04-30	Fabio ChaverraCastañeda	2021-10-26	urn:lsid:marinespecies.org:taxname:137752	Creseis	"Creseis Rang, 1828"	Animalia	Mollusca	Gastropoda			Pteropoda	Creseidae	Creseis		"Rang, 1828"	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21023401:13	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21023401	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210234	Fredy A. CastrillónValencia	4	1584	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:S03:2021:08:RB	"Red Bongo, arrastre superficial 500µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-04-30	7:13:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°46´4,276"" N, 78°19´10,422"" W"	"2°46´4,276"" N"	"78°19´10,422"" W"	"Grados, minutos, segundos"	2	78.11	WGS84	Fredy A. CastrillónValencia	2021-04-30	Fabio ChaverraCastañeda	2021-10-26	urn:lsid:marinespecies.org:taxname:105	Bivalvia	"Bivalvia Linnaeus, 1758"	Animalia 	Mollusca 	Bivalvia							"Linnaeus, 1758"	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21023401:14	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21023401	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210234	Fredy A. CastrillónValencia	5	1980	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:S03:2021:08:RB	"Red Bongo, arrastre superficial 500µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-04-30	7:13:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°46´4,276"" N, 78°19´10,422"" W"	"2°46´4,276"" N"	"78°19´10,422"" W"	"Grados, minutos, segundos"	2	78.11	WGS84	Fredy A. CastrillónValencia	2021-04-30	Fabio ChaverraCastañeda	2021-10-26	urn:lsid:marinespecies.org:taxname:1078	Ostracoda	"Ostracoda Latreille, 1802"	Animalia	Arthropoda	Ostracoda							"Latreille, 1802"	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21023701:01	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21023701	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210237	Fredy A. CastrillónValencia	47	727134	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:G06:2021:09:RB	"Red Bongo, arrastre superficial 300µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-05-01	6:53:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°37´16,676"" N, 78°24´1,235"" W"	"2°37´16,676"" N"	"78°24´1,235"" W"	"Grados, minutos, segundos"	2	78.14	WGS84	Fredy A. CastrillónValencia	2021-05-01	Fabio ChaverraCastañeda	2021-10-27	urn:lsid:marinespecies.org:taxname:106671	Anomura	"Anomura MacLeay, 1838"	Animalia	Arthropoda	Malacostraca	Eumalacostraca	Eucarida	Decapoda				"MacLeay, 1838"	accepted	Infraorden Anomura
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21023701:02	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21023701	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210237	Fredy A. CastrillónValencia	12	185651	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:G06:2021:09:RB	"Red Bongo, arrastre superficial 300µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-05-01	6:53:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°37´16,676"" N, 78°24´1,235"" W"	"2°37´16,676"" N"	"78°24´1,235"" W"	"Grados, minutos, segundos"	2	78.14	WGS84	Fredy A. CastrillónValencia	2021-05-01	Fabio ChaverraCastañeda	2021-10-27	urn:lsid:marinespecies.org:taxname:1078	Ostracoda	"Ostracoda Latreille, 1802"	Animalia	Arthropoda	Ostracoda							"Latreille, 1802"	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21023701:03	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21023701	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210237	Fredy A. CastrillónValencia	147	2274227	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:G06:2021:09:RB	"Red Bongo, arrastre superficial 300µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-05-01	6:53:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°37´16,676"" N, 78°24´1,235"" W"	"2°37´16,676"" N"	"78°24´1,235"" W"	"Grados, minutos, segundos"	2	78.14	WGS84	Fredy A. CastrillónValencia	2021-05-01	Fabio ChaverraCastañeda	2021-10-27	urn:lsid:marinespecies.org:taxname:106673	Brachyura	"Brachyura Latreille, 1802"	Animalia	Arthropoda	Malacostraca	Eumalacostraca	Eucarida	Decapoda				"Latreille, 1802"	accepted	Infraorden Brachyura
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21023701:04	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21023701	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210237	Fredy A. CastrillónValencia	91	1407855	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:G06:2021:09:RB	"Red Bongo, arrastre superficial 300µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-05-01	6:53:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°37´16,676"" N, 78°24´1,235"" W"	"2°37´16,676"" N"	"78°24´1,235"" W"	"Grados, minutos, segundos"	2	78.14	WGS84	Fredy A. CastrillónValencia	2021-05-01	Fabio ChaverraCastañeda	2021-10-27	urn:lsid:marinespecies.org:taxname:1100	Calanoida	"Calanoida Sars G. O., 1903"	Animalia 	Arthropoda 	Hexanauplia 	Copepoda	Gymnoplea 	Calanoida				"Sars G. O., 1903"	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21023701:05	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21023701	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210237	Fredy A. CastrillónValencia	1	15471	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:G06:2021:09:RB	"Red Bongo, arrastre superficial 300µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-05-01	6:53:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°37´16,676"" N, 78°24´1,235"" W"	"2°37´16,676"" N"	"78°24´1,235"" W"	"Grados, minutos, segundos"	2	78.14	WGS84	Fredy A. CastrillónValencia	2021-05-01	Fabio ChaverraCastañeda	2021-10-27	urn:lsid:marinespecies.org:taxname:105	Bivalvia	"Bivalvia Linnaeus, 1758"	Animalia 	Mollusca 	Bivalvia							"Linnaeus, 1758"	accepted	
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21023701:06	PreservedSpecimen	Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP)	CBCCCP	RNC:138	ZooplEXP.PACÍFICOSP21023701	PhysicalObject	es	Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License	Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP)	Sólo para uso no comercial citando la fuente	ColombiaNIT:840.000.1013	Expedicion Pacifico20211  Bocas de Sanquianga	Lote de microorganismos	SP210237	Fredy A. CastrillónValencia	7	108297	Ind.1000m^3	En Colección	EXP.PACÍFICO	CCCP:EXP.PACÍFICO:G06:2021:09:RB	"Red Bongo, arrastre superficial 300µm"	1	L	1 arrastre durante 5 min a 2 nudos de velocidad	2021-05-01	6:53:00	Superficie agua	Solicitud17	Cadena de custodia de la solicitud 17	América del Sur	Boca de Sanquianga	Colombia	CO	Nariño	Desembocadura del río Sanquianga	1	0	1	"2°37´16,676"" N, 78°24´1,235"" W"	"2°37´16,676"" N"	"78°24´1,235"" W"	"Grados, minutos, segundos"	2	78.14	WGS84	Fredy A. CastrillónValencia	2021-05-01	Fabio ChaverraCastañeda	2021-10-27	urn:lsid:marinespecies.org:taxname:2081	Chaetognatha	"Chaetognatha Leuckart, 1854"	Animalia	Chaetognatha								"Leuckart, 1854"	accepted	
