occurrenceID,basisOfRecord,institutionID,collectionCode,collectionID,catalogNumber,type,language,license,rightsHolder,accessRights,bibliographicCitation,references,ownerInstitutionCode,dynamicProperties,occurrenceRemarks,recordNumber,recordedBy,individualCount,organismQuantity,organismQuantityType,disposition,parentEventID,eventID,samplingProtocol,sampleSizeValue,sampleSizeUnit,samplingEffort,eventDate,eventTime,habitat,fieldNumber,fieldNotes,continent,waterBody,country,countryCode,stateProvince,locality,verbatimDepth,minimumDepthInMeters,maximumDepthInMeters,verbatimCoordinates,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,decimalLatitude,decimalLongitude,geodeticDatum,georeferencedBy,georeferencedDate,identifiedBy,dateIdentified,scientificNameID,scientificName,acceptedNameUsage,kingdom,phylum,class,subclasss,superorder,order,subfamily,genus,specificEpithet,scientificNameAuthorship,taxonomicStatus,taxonRemarks,
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21022101:05,PreservedSpecimen,Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP),CBCCCP,RNC:138,ZooplEXP.PACÍFICOSP21022101,PhysicalObject,es,Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License,Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP),Sólo para uso no comercial citando la fuente,,,ColombiaNIT:840.000.1013,Expedicion Pacifico20211  Bocas de Sanquianga,Lote de microorganismos,SP210221,Fredy A. CastrillónValencia,1,2682,Ind.m^3,En Colección,EXP.PACÍFICO,CCCP:EXP.PACÍFICO:S05:2021:04,"Red Bongo, arrastre superficial 500µm",1,L,1 arrastre durante 5 min a 2 nudos de velocidad,2021-04-29,17:30:00,Superficie agua,Solicitud17,Cadena de custodia de la solicitud 17,SA,Boca de Sanquianga,Colombia,CO,Nariño,Desembocadura del río Sanquianga,1,0,1,"2°42´09,912"" N, 78°19´10,208"" W","2°42´09,912"" N","78°19´10,208"" W","Grados, minutos, segundos",2,78.11,WGS84,Fredy A. CastrillónValencia,2021-04-29,Fabio ChaverraCastañeda,2021-10-11,urn:lsid:marinespecies.org:taxname:101417,,"Hyperiidae Dana, 1852",Animalia,Arthropoda,Malacostraca,Eumalacostraca,Peracarida ,Amphipoda,Hyperiidae ,,,"Dana, 1852",accepted,,
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21022101:06,PreservedSpecimen,Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP),CBCCCP,RNC:138,ZooplEXP.PACÍFICOSP21022101,PhysicalObject,es,Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License,Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP),Sólo para uso no comercial citando la fuente,,,ColombiaNIT:840.000.1013,Expedicion Pacifico20211  Bocas de Sanquianga,Lote de microorganismos,SP210221,Fredy A. CastrillónValencia,2,5364,Ind.m^3,En Colección,EXP.PACÍFICO,CCCP:EXP.PACÍFICO:S05:2021:04,"Red Bongo, arrastre superficial 500µm",1,L,1 arrastre durante 5 min a 2 nudos de velocidad,2021-04-29,17:30:00,Superficie agua,Solicitud17,Cadena de custodia de la solicitud 17,SA,Boca de Sanquianga,Colombia,CO,Nariño,Desembocadura del río Sanquianga,1,0,1,"2°42´09,912"" N, 78°19´10,208"" W","2°42´09,912"" N","78°19´10,208"" W","Grados, minutos, segundos",2,78.11,WGS84,Fredy A. CastrillónValencia,2021-04-29,Fabio ChaverraCastañeda,2021-10-11,urn:lsid:marinespecies.org:taxname:235158,,"Lingula Bruguière, 1791",Animalia,Brachiopoda ,Lingulata,,,Lingulida ,Lingulidae ,Lingula ,,"Bruguière, 1791",accepted,,
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21022101:07,PreservedSpecimen,Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP),CBCCCP,RNC:138,ZooplEXP.PACÍFICOSP21022101,PhysicalObject,es,Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License,Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP),Sólo para uso no comercial citando la fuente,,,ColombiaNIT:840.000.1013,Expedicion Pacifico20211  Bocas de Sanquianga,Lote de microorganismos,SP210221,Fredy A. CastrillónValencia,51,136775,Ind.m^3,En Colección,EXP.PACÍFICO,CCCP:EXP.PACÍFICO:S05:2021:04,"Red Bongo, arrastre superficial 500µm",1,L,1 arrastre durante 5 min a 2 nudos de velocidad,2021-04-29,17:30:00,Superficie agua,Solicitud17,Cadena de custodia de la solicitud 17,SA,Boca de Sanquianga,Colombia,CO,Nariño,Desembocadura del río Sanquianga,1,0,1,"2°42´09,912"" N, 78°19´10,208"" W","2°42´09,912"" N","78°19´10,208"" W","Grados, minutos, segundos",2,78.11,WGS84,Fredy A. CastrillónValencia,2021-04-29,Fabio ChaverraCastañeda,2021-10-11,urn:lsid:marinespecies.org:taxname:2081,,"Chaetognatha Leuckart, 1854",Animalia,Chaetognatha,,,,,,,,"Leuckart, 1854",accepted,,
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21022101:08,PreservedSpecimen,Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP),CBCCCP,RNC:138,ZooplEXP.PACÍFICOSP21022101,PhysicalObject,es,Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License,Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP),Sólo para uso no comercial citando la fuente,,,ColombiaNIT:840.000.1013,Expedicion Pacifico20211  Bocas de Sanquianga,Lote de microorganismos,SP210221,Fredy A. CastrillónValencia,5,13409,Ind.m^3,En Colección,EXP.PACÍFICO,CCCP:EXP.PACÍFICO:S05:2021:04,"Red Bongo, arrastre superficial 500µm",1,L,1 arrastre durante 5 min a 2 nudos de velocidad,2021-04-29,17:30:00,Superficie agua,Solicitud17,Cadena de custodia de la solicitud 17,SA,Boca de Sanquianga,Colombia,CO,Nariño,Desembocadura del río Sanquianga,1,0,1,"2°42´09,912"" N, 78°19´10,208"" W","2°42´09,912"" N","78°19´10,208"" W","Grados, minutos, segundos",2,78.11,WGS84,Fredy A. CastrillónValencia,2021-04-29,Fabio ChaverraCastañeda,2021-10-11,urn:lsid:marinespecies.org:taxname:138122,,"Limacina Bosc, 1817",Animalia,Mollusca,Gastropoda,,,Pteropoda,Limacinidae,Limacina,,"Bosc, 1817",accepted,,
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21022101:09,PreservedSpecimen,Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP),CBCCCP,RNC:138,ZooplEXP.PACÍFICOSP21022101,PhysicalObject,es,Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License,Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP),Sólo para uso no comercial citando la fuente,,,ColombiaNIT:840.000.1013,Expedicion Pacifico20211  Bocas de Sanquianga,Lote de microorganismos,SP210221,Fredy A. CastrillónValencia,5,13409,Ind.m^3,En Colección,EXP.PACÍFICO,CCCP:EXP.PACÍFICO:S05:2021:04,"Red Bongo, arrastre superficial 500µm",1,L,1 arrastre durante 5 min a 2 nudos de velocidad,2021-04-29,17:30:00,Superficie agua,Solicitud17,Cadena de custodia de la solicitud 17,SA,Boca de Sanquianga,Colombia,CO,Nariño,Desembocadura del río Sanquianga,1,0,1,"2°42´09,912"" N, 78°19´10,208"" W","2°42´09,912"" N","78°19´10,208"" W","Grados, minutos, segundos",2,78.11,WGS84,Fredy A. CastrillónValencia,2021-04-29,Fabio ChaverraCastañeda,2021-10-11,urn:lsid:marinespecies.org:taxname:137687,,"Atlanta Lesueur, 1817",Animalia,Mollusca,Gastropoda,,,Littorinimorpha,Atlantidae,Atlanta,,"Lesueur, 1817",accepted,,
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21022101:10,PreservedSpecimen,Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP),CBCCCP,RNC:138,ZooplEXP.PACÍFICOSP21022101,PhysicalObject,es,Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License,Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP),Sólo para uso no comercial citando la fuente,,,ColombiaNIT:840.000.1013,Expedicion Pacifico20211  Bocas de Sanquianga,Lote de microorganismos,SP210221,Fredy A. CastrillónValencia,11,29501,Ind.m^3,En Colección,EXP.PACÍFICO,CCCP:EXP.PACÍFICO:S05:2021:04,"Red Bongo, arrastre superficial 500µm",1,L,1 arrastre durante 5 min a 2 nudos de velocidad,2021-04-29,17:30:00,Superficie agua,Solicitud17,Cadena de custodia de la solicitud 17,SA,Boca de Sanquianga,Colombia,CO,Nariño,Desembocadura del río Sanquianga,1,0,1,"2°42´09,912"" N, 78°19´10,208"" W","2°42´09,912"" N","78°19´10,208"" W","Grados, minutos, segundos",2,78.11,WGS84,Fredy A. CastrillónValencia,2021-04-29,Fabio ChaverraCastañeda,2021-10-11,urn:lsid:marinespecies.org:taxname:10194,,Actinopterygii ,Animalia,Chordata,Actinopterygii ,,,,,,,Klein 1885,accepted,,
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21022101:11,PreservedSpecimen,Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP),CBCCCP,RNC:138,ZooplEXP.PACÍFICOSP21022101,PhysicalObject,es,Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License,Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP),Sólo para uso no comercial citando la fuente,,,ColombiaNIT:840.000.1013,Expedicion Pacifico20211  Bocas de Sanquianga,Lote de microorganismos,SP210221,Fredy A. CastrillónValencia,6,16091,Ind.m^3,En Colección,EXP.PACÍFICO,CCCP:EXP.PACÍFICO:S05:2021:04,"Red Bongo, arrastre superficial 500µm",1,L,1 arrastre durante 5 min a 2 nudos de velocidad,2021-04-29,17:30:00,Superficie agua,Solicitud17,Cadena de custodia de la solicitud 17,SA,Boca de Sanquianga,Colombia,CO,Nariño,Desembocadura del río Sanquianga,1,0,1,"2°42´09,912"" N, 78°19´10,208"" W","2°42´09,912"" N","78°19´10,208"" W","Grados, minutos, segundos",2,78.11,WGS84,Fredy A. CastrillónValencia,2021-04-29,Fabio ChaverraCastañeda,2021-10-11,urn:lsid:marinespecies.org:taxname:1101,,"Cyclopoida Burmeister, 1834",Animalia ,Arthropoda ,Hexanauplia ,Copepoda,Podoplea,Cyclopoida,,,,"Burmeister, 1834",accepted,,
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21022101:12,PreservedSpecimen,Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP),CBCCCP,RNC:138,ZooplEXP.PACÍFICOSP21022101,PhysicalObject,es,Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License,Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP),Sólo para uso no comercial citando la fuente,,,ColombiaNIT:840.000.1013,Expedicion Pacifico20211  Bocas de Sanquianga,Lote de microorganismos,SP210221,Fredy A. CastrillónValencia,9,24137,Ind.m^3,En Colección,EXP.PACÍFICO,CCCP:EXP.PACÍFICO:S05:2021:04,"Red Bongo, arrastre superficial 500µm",1,L,1 arrastre durante 5 min a 2 nudos de velocidad,2021-04-29,17:30:00,Superficie agua,Solicitud17,Cadena de custodia de la solicitud 17,SA,Boca de Sanquianga,Colombia,CO,Nariño,Desembocadura del río Sanquianga,1,0,1,"2°42´09,912"" N, 78°19´10,208"" W","2°42´09,912"" N","78°19´10,208"" W","Grados, minutos, segundos",2,78.11,WGS84,Fredy A. CastrillónValencia,2021-04-29,Fabio ChaverraCastañeda,2021-10-11,urn:lsid:marinespecies.org:taxname:137752,,"Creseis Rang, 1828",Animalia,Mollusca,Gastropoda,,,Pteropoda,Creseidae,Creseis,,"Rang, 1828",accepted,,
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21022102:01,PreservedSpecimen,Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP),CBCCCP,RNC:138,ZooplEXP.PACÍFICOSP21022102,PhysicalObject,es,Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License,Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP),Sólo para uso no comercial citando la fuente,,,ColombiaNIT:840.000.1013,Expedicion Pacifico20211  Bocas de Sanquianga,Lote de microorganismos,SP210221,Fredy A. CastrillónValencia,1,447,Ind.m^3,En Colección,EXP.PACÍFICO,CCCP:EXP.PACÍFICO:S05:2021:04,"Red Bongo, arrastre superficial 500µm",1,L,1 arrastre durante 5 min a 2 nudos de velocidad,2021-04-29,17:30:00,Superficie agua,Solicitud17,Cadena de custodia de la solicitud 17,SA,Boca de Sanquianga,Colombia,CO,Nariño,Desembocadura del río Sanquianga,1,0,1,"2°42´09,912"" N, 78°19´10,208"" W","2°42´09,912"" N","78°19´10,208"" W","Grados, minutos, segundos",2,78.11,WGS84,Fredy A. CastrillónValencia,2021-04-29,Fabio ChaverraCastañeda,2021-10-11,urn:lsid:marinespecies.org:taxname:137212,,"Doliolida Delage & Hérouard, 1898",Animalia,Chordata,Thaliacea,,,Doliolida,,,,"Delage & Hérouard, 1898",accepted,,
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21022301:01,PreservedSpecimen,Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP),CBCCCP,RNC:138,ZooplEXP.PACÍFICOSP21022301,PhysicalObject,es,Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License,Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP),Sólo para uso no comercial citando la fuente,,,ColombiaNIT:840.000.1013,Expedicion Pacifico20211  Bocas de Sanquianga,Lote de microorganismos,SP210223,Fredy A. CastrillónValencia,16,168461,Ind.m^3,En Colección,EXP.PACÍFICO,CCCP:EXP.PACÍFICO:S04:2021:05,"Red Bongo, arrastre superficial 300µm",1,L,1 arrastre durante 5 min a 2 nudos de velocidad,2021-04-30,06:50:00,Superficie agua,Solicitud17,Cadena de custodia de la solicitud 17,SA,Boca de Sanquianga,Colombia,CO,Nariño,Desembocadura del río Sanquianga,1,0,1,"2°44´7,094"" N, 78°19´10,314"" W","2°44´7,094"" N","78°19´10,314"" W","Grados, minutos, segundos",2,78.11,WGS84,Fredy A. CastrillónValencia,2021-04-30,Fabio ChaverraCastañeda,2021-10-12,urn:lsid:marinespecies.org:taxname:106671,,"Anomura MacLeay, 1838",Animalia,Arthropoda,Malacostraca,Eumalacostraca,Eucarida,Decapoda,,,,"MacLeay, 1838",accepted,Infraorden Anomura,
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21022301:02,PreservedSpecimen,Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP),CBCCCP,RNC:138,ZooplEXP.PACÍFICOSP21022301,PhysicalObject,es,Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License,Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP),Sólo para uso no comercial citando la fuente,,,ColombiaNIT:840.000.1013,Expedicion Pacifico20211  Bocas de Sanquianga,Lote de microorganismos,SP210223,Fredy A. CastrillónValencia,3,31586,Ind.m^3,En Colección,EXP.PACÍFICO,CCCP:EXP.PACÍFICO:S04:2021:05,"Red Bongo, arrastre superficial 300µm",1,L,1 arrastre durante 5 min a 2 nudos de velocidad,2021-04-30,06:50:00,Superficie agua,Solicitud17,Cadena de custodia de la solicitud 17,SA,Boca de Sanquianga,Colombia,CO,Nariño,Desembocadura del río Sanquianga,1,0,1,"2°44´7,094"" N, 78°19´10,314"" W","2°44´7,094"" N","78°19´10,314"" W","Grados, minutos, segundos",2,78.11,WGS84,Fredy A. CastrillónValencia,2021-04-30,Fabio ChaverraCastañeda,2021-10-12,urn:lsid:marinespecies.org:taxname:105,,"Bivalvia Linnaeus, 1758",Animalia ,Mollusca ,Bivalvia,,,,,,,"Linnaeus, 1758",accepted,,
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21022301:03,PreservedSpecimen,Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP),CBCCCP,RNC:138,ZooplEXP.PACÍFICOSP21022301,PhysicalObject,es,Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License,Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP),Sólo para uso no comercial citando la fuente,,,ColombiaNIT:840.000.1013,Expedicion Pacifico20211  Bocas de Sanquianga,Lote de microorganismos,SP210223,Fredy A. CastrillónValencia,26,273750,Ind.m^3,En Colección,EXP.PACÍFICO,CCCP:EXP.PACÍFICO:S04:2021:05,"Red Bongo, arrastre superficial 300µm",1,L,1 arrastre durante 5 min a 2 nudos de velocidad,2021-04-30,06:50:00,Superficie agua,Solicitud17,Cadena de custodia de la solicitud 17,SA,Boca de Sanquianga,Colombia,CO,Nariño,Desembocadura del río Sanquianga,1,0,1,"2°44´7,094"" N, 78°19´10,314"" W","2°44´7,094"" N","78°19´10,314"" W","Grados, minutos, segundos",2,78.11,WGS84,Fredy A. CastrillónValencia,2021-04-30,Fabio ChaverraCastañeda,2021-10-12,urn:lsid:marinespecies.org:taxname:106673,,"Brachyura Latreille, 1802",Animalia,Arthropoda,Malacostraca,Eumalacostraca,Eucarida,Decapoda,,,,"Latreille, 1802",accepted,Infraorden Brachyura,
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21022301:04,PreservedSpecimen,Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP),CBCCCP,RNC:138,ZooplEXP.PACÍFICOSP21022301,PhysicalObject,es,Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License,Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP),Sólo para uso no comercial citando la fuente,,,ColombiaNIT:840.000.1013,Expedicion Pacifico20211  Bocas de Sanquianga,Lote de microorganismos,SP210223,Fredy A. CastrillónValencia,328,3453455,Ind.m^3,En Colección,EXP.PACÍFICO,CCCP:EXP.PACÍFICO:S04:2021:05,"Red Bongo, arrastre superficial 300µm",1,L,1 arrastre durante 5 min a 2 nudos de velocidad,2021-04-30,06:50:00,Superficie agua,Solicitud17,Cadena de custodia de la solicitud 17,SA,Boca de Sanquianga,Colombia,CO,Nariño,Desembocadura del río Sanquianga,1,0,1,"2°44´7,094"" N, 78°19´10,314"" W","2°44´7,094"" N","78°19´10,314"" W","Grados, minutos, segundos",2,78.11,WGS84,Fredy A. CastrillónValencia,2021-04-30,Fabio ChaverraCastañeda,2021-10-12,urn:lsid:marinespecies.org:taxname:1100,,"Calanoida Sars G. O., 1903",Animalia ,Arthropoda ,Hexanauplia ,Copepoda,Gymnoplea ,Calanoida,,,,"Sars G. O., 1903",accepted,,
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21022301:05,PreservedSpecimen,Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP),CBCCCP,RNC:138,ZooplEXP.PACÍFICOSP21022301,PhysicalObject,es,Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License,Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP),Sólo para uso no comercial citando la fuente,,,ColombiaNIT:840.000.1013,Expedicion Pacifico20211  Bocas de Sanquianga,Lote de microorganismos,SP210223,Fredy A. CastrillónValencia,35,368509,Ind.m^3,En Colección,EXP.PACÍFICO,CCCP:EXP.PACÍFICO:S04:2021:05,"Red Bongo, arrastre superficial 300µm",1,L,1 arrastre durante 5 min a 2 nudos de velocidad,2021-04-30,06:50:00,Superficie agua,Solicitud17,Cadena de custodia de la solicitud 17,SA,Boca de Sanquianga,Colombia,CO,Nariño,Desembocadura del río Sanquianga,1,0,1,"2°44´7,094"" N, 78°19´10,314"" W","2°44´7,094"" N","78°19´10,314"" W","Grados, minutos, segundos",2,78.11,WGS84,Fredy A. CastrillónValencia,2021-04-30,Fabio ChaverraCastañeda,2021-10-12,urn:lsid:marinespecies.org:taxname:101417,,"Hyperiidae Dana, 1852",Animalia,Arthropoda,Malacostraca,Eumalacostraca,Peracarida ,Amphipoda,Hyperiidae ,,,"Dana, 1852",accepted,,
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21022301:06,PreservedSpecimen,Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP),CBCCCP,RNC:138,ZooplEXP.PACÍFICOSP21022301,PhysicalObject,es,Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License,Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP),Sólo para uso no comercial citando la fuente,,,ColombiaNIT:840.000.1013,Expedicion Pacifico20211  Bocas de Sanquianga,Lote de microorganismos,SP210223,Fredy A. CastrillónValencia,4,42115,Ind.m^3,En Colección,EXP.PACÍFICO,CCCP:EXP.PACÍFICO:S04:2021:05,"Red Bongo, arrastre superficial 300µm",1,L,1 arrastre durante 5 min a 2 nudos de velocidad,2021-04-30,06:50:00,Superficie agua,Solicitud17,Cadena de custodia de la solicitud 17,SA,Boca de Sanquianga,Colombia,CO,Nariño,Desembocadura del río Sanquianga,1,0,1,"2°44´7,094"" N, 78°19´10,314"" W","2°44´7,094"" N","78°19´10,314"" W","Grados, minutos, segundos",2,78.11,WGS84,Fredy A. CastrillónValencia,2021-04-30,Fabio ChaverraCastañeda,2021-10-12,urn:lsid:marinespecies.org:taxname:1130,,"Decapoda Latreille, 1802",Animalia,Arthropoda,Malacostraca,Eumalacostraca,Eucarida,Decapoda,,,,"Latreille, 1802",accepted,,
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21022301:07,PreservedSpecimen,Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP),CBCCCP,RNC:138,ZooplEXP.PACÍFICOSP21022301,PhysicalObject,es,Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License,Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP),Sólo para uso no comercial citando la fuente,,,ColombiaNIT:840.000.1013,Expedicion Pacifico20211  Bocas de Sanquianga,Lote de microorganismos,SP210223,Fredy A. CastrillónValencia,26,273750,Ind.m^3,En Colección,EXP.PACÍFICO,CCCP:EXP.PACÍFICO:S04:2021:05,"Red Bongo, arrastre superficial 300µm",1,L,1 arrastre durante 5 min a 2 nudos de velocidad,2021-04-30,06:50:00,Superficie agua,Solicitud17,Cadena de custodia de la solicitud 17,SA,Boca de Sanquianga,Colombia,CO,Nariño,Desembocadura del río Sanquianga,1,0,1,"2°44´7,094"" N, 78°19´10,314"" W","2°44´7,094"" N","78°19´10,314"" W","Grados, minutos, segundos",2,78.11,WGS84,Fredy A. CastrillónValencia,2021-04-30,Fabio ChaverraCastañeda,2021-10-12,urn:lsid:marinespecies.org:taxname:2081,,"Chaetognatha Leuckart, 1854",Animalia,Chaetognatha,,,,,,,,"Leuckart, 1854",accepted,,
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21022301:08,PreservedSpecimen,Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP),CBCCCP,RNC:138,ZooplEXP.PACÍFICOSP21022301,PhysicalObject,es,Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License,Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP),Sólo para uso no comercial citando la fuente,,,ColombiaNIT:840.000.1013,Expedicion Pacifico20211  Bocas de Sanquianga,Lote de microorganismos,SP210223,Fredy A. CastrillónValencia,52,547499,Ind.m^3,En Colección,EXP.PACÍFICO,CCCP:EXP.PACÍFICO:S04:2021:05,"Red Bongo, arrastre superficial 300µm",1,L,1 arrastre durante 5 min a 2 nudos de velocidad,2021-04-30,06:50:00,Superficie agua,Solicitud17,Cadena de custodia de la solicitud 17,SA,Boca de Sanquianga,Colombia,CO,Nariño,Desembocadura del río Sanquianga,1,0,1,"2°44´7,094"" N, 78°19´10,314"" W","2°44´7,094"" N","78°19´10,314"" W","Grados, minutos, segundos",2,78.11,WGS84,Fredy A. CastrillónValencia,2021-04-30,Fabio ChaverraCastañeda,2021-10-12,urn:lsid:marinespecies.org:taxname:1078,,"Ostracoda Latreille, 1802",Animalia,Arthropoda,Ostracoda,,,,,,,"Latreille, 1802",accepted,,
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21022301:09,PreservedSpecimen,Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP),CBCCCP,RNC:138,ZooplEXP.PACÍFICOSP21022301,PhysicalObject,es,Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License,Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP),Sólo para uso no comercial citando la fuente,,,ColombiaNIT:840.000.1013,Expedicion Pacifico20211  Bocas de Sanquianga,Lote de microorganismos,SP210223,Fredy A. CastrillónValencia,9,94759,Ind.m^3,En Colección,EXP.PACÍFICO,CCCP:EXP.PACÍFICO:S04:2021:05,"Red Bongo, arrastre superficial 300µm",1,L,1 arrastre durante 5 min a 2 nudos de velocidad,2021-04-30,06:50:00,Superficie agua,Solicitud17,Cadena de custodia de la solicitud 17,SA,Boca de Sanquianga,Colombia,CO,Nariño,Desembocadura del río Sanquianga,1,0,1,"2°44´7,094"" N, 78°19´10,314"" W","2°44´7,094"" N","78°19´10,314"" W","Grados, minutos, segundos",2,78.11,WGS84,Fredy A. CastrillónValencia,2021-04-30,Fabio ChaverraCastañeda,2021-10-12,urn:lsid:marinespecies.org:taxname:137687,,"Atlanta Lesueur, 1817",Animalia,Mollusca,Gastropoda,,,Littorinimorpha,Atlantidae,Atlanta,,"Lesueur, 1817",accepted,,
CCCP:CBCCCP:ZooplEXP.PACÍFICOSP21022301:10,PreservedSpecimen,Centro de Investigaciones Oceanográficas e Hidrográficas del Pacífico (CCCP),CBCCCP,RNC:138,ZooplEXP.PACÍFICOSP21022301,PhysicalObject,es,Creative Commons Attribution Non Commercial (CCBYNC) 4.0 License,Centro de Investigaciones Oceanograficas e Hidrográficas del Pacífico (CCCP),Sólo para uso no comercial citando la fuente,,,ColombiaNIT:840.000.1013,Expedicion Pacifico20211  Bocas de Sanquianga,Lote de microorganismos,SP210223,Fredy A. CastrillónValencia,236,2484803,Ind.m^3,En Colección,EXP.PACÍFICO,CCCP:EXP.PACÍFICO:S04:2021:05,"Red Bongo, arrastre superficial 300µm",1,L,1 arrastre durante 5 min a 2 nudos de velocidad,2021-04-30,06:50:00,Superficie agua,Solicitud17,Cadena de custodia de la solicitud 17,SA,Boca de Sanquianga,Colombia,CO,Nariño,Desembocadura del río Sanquianga,1,0,1,"2°44´7,094"" N, 78°19´10,314"" W","2°44´7,094"" N","78°19´10,314"" W","Grados, minutos, segundos",2,78.11,WGS84,Fredy A. CastrillónValencia,2021-04-30,Fabio ChaverraCastañeda,2021-10-12,urn:lsid:marinespecies.org:taxname:1101,,"Cyclopoida Burmeister, 1834",Animalia ,Arthropoda ,Hexanauplia ,Copepoda,Podoplea,Cyclopoida,,,,"Burmeister, 1834",accepted,,
